"","Origin","Destination","auto","transit","bike","walk","others","Total_flows","X_Org","Y_Org","X_Dest","Y_Dest","status","in-vehicleTime","waitingTime","transfers","accessTime"
"197",1128.19,1128.19,280,0,0,45,295,620,-111.880069626,40.5140635727,-111.880069626,40.5140635727,"409",NA,NA,NA,NA
"198",1128.19,1128.04,50,0,0,0,0,50,-111.880069626,40.5140635727,-111.862777239,40.5515369657,"OK",13.78,0.03,0,26.68
"199",1128.19,1130.16,50,0,0,0,0,50,-111.880069626,40.5140635727,-111.975449825,40.5114696296,"OK",66.1,57.58,3,33.82
"200",1128.19,1128.05,170,0,0,0,0,170,-111.880069626,40.5140635727,-111.861369104,40.5357819585,"OK",0,0,0,51.48
"201",1128.2,1130.13,40,0,0,0,0,40,-111.879865905,40.4794072388,-111.975436902,40.5295980976,"OK",10.87,0.03,0,121.47
"202",1128.2,1128.19,120,0,0,15,0,135,-111.879865905,40.4794072388,-111.880069626,40.5140635727,"OK",0,0,0,76.8
"203",1128.2,1130.12,100,0,0,0,0,100,-111.879865905,40.4794072388,-111.920766871,40.5589868638,"OK",7.27,0.03,0,125.77
"204",1128.2,1152.09,40,0,0,0,0,40,-111.879865905,40.4794072388,-112.034044038,40.5615932734,"OK",40,18.02,1,119.17
"205",1128.2,1131.05,0,0,0,0,0,0,-111.879865905,40.4794072388,-112.117993088,40.525950728,"OK",49.88,28.45,2,283.28
"206",1128.2,1128.18,0,0,0,0,0,0,-111.879865905,40.4794072388,-111.901426578,40.4952724011,"OK",0,0,0,72.9
"207",1128.2,1130.2,30,0,0,0,0,30,-111.879865905,40.4794072388,-111.99405361,40.5515488547,"OK",19.08,0.03,0,135.55
"208",1128.2,1128.23,130,0,0,0,0,130,-111.879865905,40.4794072388,-111.880345644,40.5350877531,"OK",0,0,0,100.62
"209",1128.2,1128.16,230,0,0,0,0,230,-111.879865905,40.4794072388,-111.869461932,40.5058173534,"OK",0,0,0,58.9
"210",1128.2,1128.04,70,0,0,0,0,70,-111.879865905,40.4794072388,-111.862777239,40.5515369657,"OK",15.12,0.03,0,88.97
"211",1128.2,1151.06,140,0,0,0,0,140,-111.879865905,40.4794072388,-112.004628549,40.4599044577,"OK",67.62,37.45,2,164.22
"212",1128.2,1130.17,40,0,0,0,0,40,-111.879865905,40.4794072388,-111.948248678,40.5113921689,"OK",0,0,0,135.5
"213",1128.2,1128.22,40,0,0,0,0,40,-111.879865905,40.4794072388,-111.881538572,40.5515553247,"OK",3,0.03,0,110.43
"214",1128.2,1128.2,210,0,0,60,585,855,-111.879865905,40.4794072388,-111.879865905,40.4794072388,"409",NA,NA,NA,NA
"215",1128.2,1128.17,420,0,0,0,25,445,-111.879865905,40.4794072388,-111.905268914,40.5305236091,"OK",0,0,0,118.18
"216",1128.2,1130.16,100,0,0,0,0,100,-111.879865905,40.4794072388,-111.975449825,40.5114696296,"OK",4.1,0.03,0,121.92
"217",1128.2,1146,30,0,0,0,0,30,-111.879865905,40.4794072388,-111.927991851,40.5189579801,"OK",0,0,0,129
"218",1128.2,1130.19,20,0,0,0,0,20,-111.879865905,40.4794072388,-111.969767252,40.549554591,"OK",12.73,0.03,0,149.08
"219",1128.2,1130.14,0,0,0,0,0,0,-111.879865905,40.4794072388,-111.948468112,40.5308388373,"OK",46.52,20.43,1,137.87
"220",1128.2,1128.1,0,0,0,0,0,0,-111.879865905,40.4794072388,-111.939987654,40.4779393131,"OK",0,0,0,106.33
"221",1128.2,1130.11,0,0,0,0,0,0,-111.879865905,40.4794072388,-111.94344956,40.5508508861,"OK",49.07,20.43,1,117.68
"222",1128.2,1128.15,0,0,0,0,0,0,-111.879865905,40.4794072388,-111.796918933,40.5295233107,"OK",0,0,0,164.45
"223",1128.2,1131.07,100,0,0,0,0,100,-111.879865905,40.4794072388,-112.019569271,40.5162767243,"OK",74.82,37.45,2,105.95
"224",1128.2,1128.05,30,0,0,0,0,30,-111.879865905,40.4794072388,-111.861369104,40.5357819585,"OK",0,0,0,107.33
"225",1128.2,1128.21,20,0,0,0,0,20,-111.879865905,40.4794072388,-111.841314748,40.4979086579,"OK",0,0,0,56.25
"226",1128.21,1130.16,30,0,0,0,0,30,-111.841314748,40.4979086579,-111.975449825,40.5114696296,"OK",64.37,37.45,2,66.1
"227",1128.21,1151.06,0,0,0,0,0,0,-111.841314748,40.4979086579,-112.004628549,40.4599044577,"OK",67.62,37.45,2,130.13
"228",1128.21,1128.05,65,0,0,0,0,65,-111.841314748,40.4979086579,-111.861369104,40.5357819585,"OK",0,0,0,79.47
"229",1128.21,1152.09,60,0,0,0,0,60,-111.841314748,40.4979086579,-112.034044038,40.5615932734,"OK",40,18.02,1,85.08
"230",1128.21,1128.23,90,0,0,0,0,90,-111.841314748,40.4979086579,-111.880345644,40.5350877531,"OK",2,0.03,0,74.5
"231",1128.21,1128.2,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.879865905,40.4794072388,"OK",0,0,0,56.22
"232",1128.21,1128.22,40,0,0,0,0,40,-111.841314748,40.4979086579,-111.881538572,40.5515553247,"OK",3,0.03,0,76.35
"233",1128.21,1128.21,146,0,0,10,440,596,-111.841314748,40.4979086579,-111.841314748,40.4979086579,"409",NA,NA,NA,NA
"234",1128.21,1131.07,20,0,0,0,0,20,-111.841314748,40.4979086579,-112.019569271,40.5162767243,"OK",74.82,37.45,2,71.87
"235",1128.21,1130.11,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.94344956,40.5508508861,"OK",49.07,20.43,1,83.6
"236",1128.21,1128.1,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.939987654,40.4779393131,"OK",0,0,0,142.23
"237",1128.21,1130.12,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.920766871,40.5589868638,"OK",50.45,20.43,1,77.85
"238",1128.21,1128.19,20,0,10,0,0,30,-111.841314748,40.4979086579,-111.880069626,40.5140635727,"OK",0,0,0,64.95
"239",1128.21,1128.17,550,0,0,0,0,550,-111.841314748,40.4979086579,-111.905268914,40.5305236091,"OK",11.22,0.03,0,89.68
"240",1128.21,1146,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.927991851,40.5189579801,"OK",11.22,0.03,0,114.67
"241",1128.21,1130.13,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.975436902,40.5295980976,"OK",71.13,37.45,2,65.65
"242",1128.21,1130.17,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.948248678,40.5113921689,"OK",59.32,37.45,2,76.68
"243",1128.21,1130.14,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.948468112,40.5308388373,"OK",56.37,37.45,2,77.75
"244",1128.21,1130.19,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.969767252,40.549554591,"OK",51.22,37.45,2,85.12
"245",1128.21,1128.04,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.862777239,40.5515369657,"OK",15.9,0.03,0,61.38
"246",1128.21,1128.15,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.796918933,40.5295233107,"OK",0,0,0,119.82
"247",1128.21,1131.05,8,0,0,0,0,8,-111.841314748,40.4979086579,-112.117993088,40.525950728,"OK",49.88,28.45,2,249.2
"248",1128.21,1128.16,20,0,20,0,0,40,-111.841314748,40.4979086579,-111.869461932,40.5058173534,"OK",0,0,0,52.28
"249",1128.21,1130.2,20,0,0,0,0,20,-111.841314748,40.4979086579,-111.99405361,40.5515488547,"OK",46.35,37.45,2,80.07
"250",1128.21,1128.18,0,0,0,0,0,0,-111.841314748,40.4979086579,-111.901426578,40.4952724011,"OK",0,0,0,108.8
"251",1128.22,1146,50,0,0,0,0,50,-111.881538572,40.5515553247,-111.927991851,40.5189579801,"OK",38,11.27,1,54.07
"252",1128.22,1128.05,80,0,0,0,0,80,-111.881538572,40.5515553247,-111.861369104,40.5357819585,"OK",5.02,0.03,0,14.43
"253",1128.22,1128.1,30,0,0,0,0,30,-111.881538572,40.5515553247,-111.939987654,40.4779393131,"OK",38,11.27,1,105.4
"254",1128.22,1128.17,390,0,0,0,0,390,-111.881538572,40.5515553247,-111.905268914,40.5305236091,"OK",31.8,11.27,1,33.18
"255",1128.22,1128.18,20,0,0,0,0,20,-111.881538572,40.5515553247,-111.901426578,40.4952724011,"OK",38,11.27,1,71.75
"256",1128.22,1128.16,60,0,0,0,0,60,-111.881538572,40.5515553247,-111.869461932,40.5058173534,"OK",5,0.03,0,51.4
"257",1128.22,1128.15,40,0,0,0,0,40,-111.881538572,40.5515553247,-111.796918933,40.5295233107,"OK",2.4,0.03,0,116.7
"258",1128.22,1128.04,80,20,0,0,0,100,-111.881538572,40.5515553247,-111.862777239,40.5515369657,"OK",2.4,0.03,0,11.85
"259",1128.22,1131.05,0,0,0,0,0,0,-111.881538572,40.5515553247,-112.117993088,40.525950728,"OK",46.88,28.45,2,202.92
"260",1128.22,1128.21,40,0,0,0,0,40,-111.881538572,40.5515553247,-111.841314748,40.4979086579,"OK",5,0.03,0,76.22
"261",1128.22,1130.12,20,0,0,0,0,20,-111.881538572,40.5515553247,-111.920766871,40.5589868638,"OK",13.82,19.47,1,43.38
"262",1128.22,1152.09,8,0,0,0,0,8,-111.881538572,40.5515553247,-112.034044038,40.5615932734,"OK",37,18.02,1,38.8
"263",1128.22,1131.07,0,0,0,0,0,0,-111.881538572,40.5515553247,-112.019569271,40.5162767243,"OK",71.82,37.45,2,25.58
"264",1128.22,1130.11,0,0,0,0,0,0,-111.881538572,40.5515553247,-111.94344956,40.5508508861,"OK",58.07,12.23,1,33.5
"265",1128.22,1128.22,130,0,0,0,75,205,-111.881538572,40.5515553247,-111.881538572,40.5515553247,"409",NA,NA,NA,NA
"266",1128.22,1128.2,40,0,0,0,0,40,-111.881538572,40.5515553247,-111.879865905,40.4794072388,"OK",5,0.03,0,110.28
"267",1128.22,1130.13,0,0,0,0,0,0,-111.881538572,40.5515553247,-111.975436902,40.5295980976,"OK",68.13,37.45,2,19.37
"268",1128.22,1128.19,28,0,0,0,0,28,-111.881538572,40.5515553247,-111.880069626,40.5140635727,"OK",11.88,0.03,0,37.08
"269",1128.22,1128.23,118,0,0,0,0,118,-111.881538572,40.5515553247,-111.880345644,40.5350877531,"OK",0,0,0,29.97
"270",1128.22,1130.19,20,0,0,0,0,20,-111.881538572,40.5515553247,-111.969767252,40.549554591,"OK",48.22,37.45,2,38.83
"271",1128.22,1130.17,20,0,0,0,0,20,-111.881538572,40.5515553247,-111.948248678,40.5113921689,"OK",56.32,37.45,2,30.4
"272",1128.22,1151.06,0,0,0,0,0,0,-111.881538572,40.5515553247,-112.004628549,40.4599044577,"OK",64.62,37.45,2,83.85
"273",1128.22,1130.16,8,10,0,0,0,18,-111.881538572,40.5515553247,-111.975449825,40.5114696296,"OK",61.37,37.45,2,19.82
"274",1128.22,1130.14,40,0,0,0,0,40,-111.881538572,40.5515553247,-111.948468112,40.5308388373,"OK",55.52,12.23,1,53.68
"275",1128.22,1130.2,0,0,0,0,0,0,-111.881538572,40.5515553247,-111.99405361,40.5515488547,"OK",43.35,37.45,2,33.78
"276",1128.23,1128.16,40,0,20,0,0,60,-111.880345644,40.5350877531,-111.869461932,40.5058173534,"OK",3,0.03,0,49.55
"277",1128.23,1128.04,100,0,0,0,0,100,-111.880345644,40.5350877531,-111.862777239,40.5515369657,"OK",14.92,17.78,1,13.83
"278",1128.23,1130.12,130,0,0,0,0,130,-111.880345644,40.5350877531,-111.920766871,40.5589868638,"OK",48.45,20.43,1,29.72
"279",1128.23,1130.2,40,0,0,0,0,40,-111.880345644,40.5350877531,-111.99405361,40.5515488547,"OK",44.35,37.45,2,31.93
"280",1128.23,1130.11,0,0,0,0,0,0,-111.880345644,40.5350877531,-111.94344956,40.5508508861,"OK",47.07,20.43,1,35.47
"281",1128.23,1128.05,60,0,0,0,0,60,-111.880345644,40.5350877531,-111.861369104,40.5357819585,"OK",0,0,0,32.53
"282",1128.23,1128.21,90,0,0,0,0,90,-111.880345644,40.5350877531,-111.841314748,40.4979086579,"OK",3,0.03,0,74.37
"283",1128.23,1151.06,40,0,0,0,0,40,-111.880345644,40.5350877531,-112.004628549,40.4599044577,"OK",65.62,37.45,2,82
"284",1128.23,1128.19,480,0,0,45,0,525,-111.880345644,40.5350877531,-111.880069626,40.5140635727,"OK",0,0,0,39.75
"285",1128.23,1128.17,450,0,0,0,0,450,-111.880345644,40.5350877531,-111.905268914,40.5305236091,"OK",0,0,0,48.68
"286",1128.23,1128.18,0,0,0,0,0,0,-111.880345644,40.5350877531,-111.901426578,40.4952724011,"OK",27,19.47,1,73.72
"287",1128.23,1130.16,100,0,0,0,0,100,-111.880345644,40.5350877531,-111.975449825,40.5114696296,"OK",62.37,37.45,2,17.97
"288",1128.23,1130.17,30,0,0,0,0,30,-111.880345644,40.5350877531,-111.948248678,40.5113921689,"OK",57.32,37.45,2,28.55
"289",1128.23,1131.05,60,0,0,0,0,60,-111.880345644,40.5350877531,-112.117993088,40.525950728,"OK",47.88,28.45,2,201.07
"290",1128.23,1128.22,118,0,0,0,0,118,-111.880345644,40.5350877531,-111.881538572,40.5515553247,"OK",0,0,0,29.97
"291",1128.23,1130.19,8,0,0,0,0,8,-111.880345644,40.5350877531,-111.969767252,40.549554591,"OK",49.22,37.45,2,36.98
"292",1128.23,1152.09,30,0,0,20,0,50,-111.880345644,40.5350877531,-112.034044038,40.5615932734,"OK",38,18.02,1,36.95
"293",1128.23,1128.23,220,0,0,30,240,490,-111.880345644,40.5350877531,-111.880345644,40.5350877531,"409",NA,NA,NA,NA
"294",1128.23,1131.07,150,0,0,0,0,150,-111.880345644,40.5350877531,-112.019569271,40.5162767243,"OK",72.82,37.45,2,23.73
"295",1128.23,1128.15,130,0,0,0,0,130,-111.880345644,40.5350877531,-111.796918933,40.5295233107,"OK",3,0.03,0,116.83
"296",1128.23,1128.2,130,0,0,0,0,130,-111.880345644,40.5350877531,-111.879865905,40.4794072388,"OK",0,0,0,100.6
"297",1128.23,1130.14,60,0,0,0,0,60,-111.880345644,40.5350877531,-111.948468112,40.5308388373,"OK",54.37,37.45,2,29.62
"298",1128.23,1146,0,0,0,0,0,0,-111.880345644,40.5350877531,-111.927991851,40.5189579801,"OK",0,0,0,73.67
"299",1128.23,1128.1,120,0,0,0,0,120,-111.880345644,40.5350877531,-111.939987654,40.4779393131,"OK",58.27,37.45,2,70.65
"300",1128.23,1130.13,30,0,0,0,0,30,-111.880345644,40.5350877531,-111.975436902,40.5295980976,"OK",69.13,37.45,2,17.52
"301",1130.11,1128.16,140,0,0,0,0,140,-111.94344956,40.5508508861,-111.869461932,40.5058173534,"OK",34,35.3,2,58.6
"302",1130.11,1128.1,70,0,0,0,0,70,-111.94344956,40.5508508861,-111.939987654,40.4779393131,"OK",0,0,0,121.23
"303",1130.11,1128.22,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.881538572,40.5515553247,"OK",29,35.3,2,39.43
"304",1130.11,1131.05,90,0,0,0,0,90,-111.94344956,40.5508508861,-112.117993088,40.525950728,"OK",28.88,20.88,2,210.03
"305",1130.11,1130.2,140,0,0,0,0,140,-111.94344956,40.5508508861,-111.99405361,40.5515488547,"OK",5.43,0.03,0,56.17
"306",1130.11,1146,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.927991851,40.5189579801,"OK",0,0,0,64.75
"307",1130.11,1128.04,50,0,0,0,0,50,-111.94344956,40.5508508861,-111.862777239,40.5515369657,"OK",58.92,13.87,1,21.55
"308",1130.11,1128.19,20,0,0,0,0,20,-111.94344956,40.5508508861,-111.880069626,40.5140635727,"OK",42.25,48.78,3,50.25
"309",1130.11,1130.12,190,0,0,0,0,190,-111.94344956,40.5508508861,-111.920766871,40.5589868638,"OK",0,0,0,39.55
"310",1130.11,1130.11,190,0,0,0,220,410,-111.94344956,40.5508508861,-111.94344956,40.5508508861,"409",NA,NA,NA,NA
"311",1130.11,1130.14,100,0,0,0,0,100,-111.94344956,40.5508508861,-111.948468112,40.5308388373,"OK",0,0,0,47.53
"312",1130.11,1130.13,80,0,0,0,0,80,-111.94344956,40.5508508861,-111.975436902,40.5295980976,"OK",50.13,44.88,2,26.48
"313",1130.11,1130.16,60,0,0,0,0,60,-111.94344956,40.5508508861,-111.975449825,40.5114696296,"OK",43.37,44.88,2,26.93
"314",1130.11,1128.2,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.879865905,40.4794072388,"OK",34,35.3,2,117.48
"315",1130.11,1131.07,0,0,0,0,0,0,-111.94344956,40.5508508861,-112.019569271,40.5162767243,"OK",53.82,44.88,2,32.7
"316",1130.11,1128.15,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.796918933,40.5295233107,"OK",34,35.3,2,125.88
"317",1130.11,1128.21,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.841314748,40.4979086579,"OK",34,35.3,2,83.42
"318",1130.11,1151.06,70,0,0,0,0,70,-111.94344956,40.5508508861,-112.004628549,40.4599044577,"OK",46.62,44.88,2,90.97
"319",1130.11,1152.09,40,0,0,0,0,40,-111.94344956,40.5508508861,-112.034044038,40.5615932734,"OK",19,10.45,1,45.92
"320",1130.11,1130.19,70,0,0,0,0,70,-111.94344956,40.5508508861,-111.969767252,40.549554591,"OK",0,0,0,47.72
"321",1130.11,1128.18,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.901426578,40.4952724011,"OK",21,32.93,1,84.92
"322",1130.11,1130.17,60,0,0,0,0,60,-111.94344956,40.5508508861,-111.948248678,40.5113921689,"OK",0,0,0,74.6
"323",1130.11,1128.17,420,0,0,0,0,420,-111.94344956,40.5508508861,-111.905268914,40.5305236091,"OK",7.98,0.03,0,56.3
"324",1130.11,1128.23,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.880345644,40.5350877531,"OK",31,35.3,2,37.58
"325",1130.11,1128.05,0,0,0,0,0,0,-111.94344956,40.5508508861,-111.861369104,40.5357819585,"OK",31,35.3,2,44.23
"326",1130.12,1128.22,20,0,0,0,0,20,-111.920766871,40.5589868638,-111.881538572,40.5515553247,"OK",6.82,0.03,0,49.32
"327",1130.12,1128.23,130,0,0,0,0,130,-111.920766871,40.5589868638,-111.880345644,40.5350877531,"OK",32.55,35.3,2,32
"328",1130.12,1128.19,20,0,0,0,0,20,-111.920766871,40.5589868638,-111.880069626,40.5140635727,"OK",18.7,0.03,0,63.93
"329",1130.12,1128.21,0,0,0,0,0,0,-111.920766871,40.5589868638,-111.841314748,40.4979086579,"OK",35.55,35.3,2,77.83
"330",1130.12,1128.18,0,0,10,0,0,10,-111.920766871,40.5589868638,-111.901426578,40.4952724011,"OK",12.18,0.03,0,87.82
"331",1130.12,1128.17,550,0,0,0,0,550,-111.920766871,40.5589868638,-111.905268914,40.5305236091,"OK",5.98,0.03,0,49.25
"332",1130.12,1146,50,0,0,0,0,50,-111.920766871,40.5589868638,-111.927991851,40.5189579801,"OK",4.13,0.03,0,55.12
"333",1130.12,1128.15,110,0,0,0,0,110,-111.920766871,40.5589868638,-111.796918933,40.5295233107,"OK",11.83,0.03,0,130.55
"334",1130.12,1130.19,200,0,0,0,0,200,-111.920766871,40.5589868638,-111.969767252,40.549554591,"OK",31.77,44.88,2,40.37
"335",1130.12,1130.13,0,0,0,0,0,0,-111.920766871,40.5589868638,-111.975436902,40.5295980976,"OK",51.68,44.88,2,20.9
"336",1130.12,1131.07,500,0,0,0,0,500,-111.920766871,40.5589868638,-112.019569271,40.5162767243,"OK",55.37,44.88,2,27.12
"337",1130.12,1128.04,0,0,0,0,0,0,-111.920766871,40.5589868638,-111.862777239,40.5515369657,"OK",6,0.03,0,38.48
"338",1130.12,1130.12,150,0,0,0,135,285,-111.920766871,40.5589868638,-111.920766871,40.5589868638,"409",NA,NA,NA,NA
"339",1130.12,1130.14,50,0,0,0,0,50,-111.920766871,40.5589868638,-111.948468112,40.5308388373,"OK",4.13,0.03,0,57.43
"340",1130.12,1151.06,98,0,0,0,0,98,-111.920766871,40.5589868638,-112.004628549,40.4599044577,"OK",48.17,44.88,2,85.38
"341",1130.12,1128.16,50,0,0,0,0,50,-111.920766871,40.5589868638,-111.869461932,40.5058173534,"OK",17.37,0.03,0,67.32
"342",1130.12,1128.1,50,0,0,0,0,50,-111.920766871,40.5589868638,-111.939987654,40.4779393131,"OK",40.82,44.88,2,74.03
"343",1130.12,1130.2,440,0,0,0,0,440,-111.920766871,40.5589868638,-111.99405361,40.5515488547,"OK",26.9,44.88,2,35.32
"344",1130.12,1130.11,190,0,0,0,0,190,-111.920766871,40.5589868638,-111.94344956,40.5508508861,"OK",0,0,0,39.58
"345",1130.12,1152.09,150,0,0,0,0,150,-111.920766871,40.5589868638,-112.034044038,40.5615932734,"OK",20.55,10.45,1,40.33
"346",1130.12,1130.16,160,0,0,0,0,160,-111.920766871,40.5589868638,-111.975449825,40.5114696296,"OK",44.92,44.88,2,21.35
"347",1130.12,1130.17,0,0,0,0,0,0,-111.920766871,40.5589868638,-111.948248678,40.5113921689,"OK",39.87,44.88,2,31.93
"348",1130.12,1128.2,100,0,0,0,0,100,-111.920766871,40.5589868638,-111.879865905,40.4794072388,"OK",17.37,0.03,0,126.2
"349",1130.12,1131.05,8,0,10,0,0,18,-111.920766871,40.5589868638,-112.117993088,40.525950728,"OK",30.43,20.88,2,204.45
"350",1130.12,1128.05,0,0,0,0,0,0,-111.920766871,40.5589868638,-111.861369104,40.5357819585,"OK",11.83,0.03,0,41.28
"351",1130.13,1130.13,110,0,0,10,195,315,-111.975436902,40.5295980976,-111.975436902,40.5295980976,"409",NA,NA,NA,NA
"352",1130.13,1130.19,60,0,0,10,0,70,-111.975436902,40.5295980976,-111.969767252,40.549554591,"OK",0,0,0,40.5
"353",1130.13,1128.17,200,0,0,0,0,200,-111.975436902,40.5295980976,-111.905268914,40.5305236091,"OK",54.87,28.98,2,35.63
"354",1130.13,1146,60,0,0,0,0,60,-111.975436902,40.5295980976,-111.927991851,40.5189579801,"OK",47.63,0.03,0,15.82
"355",1130.13,1128.15,0,0,0,0,0,0,-111.975436902,40.5295980976,-111.796918933,40.5295233107,"OK",62.62,44.13,3,99.12
"356",1130.13,1128.05,50,0,0,0,0,50,-111.975436902,40.5295980976,-111.861369104,40.5357819585,"OK",62.62,44.13,3,9.85
"357",1130.13,1128.23,30,0,0,0,0,30,-111.975436902,40.5295980976,-111.880345644,40.5350877531,"OK",49.87,23.18,2,19.87
"358",1130.13,1130.17,30,0,0,0,0,30,-111.975436902,40.5295980976,-111.948248678,40.5113921689,"OK",48.18,0.03,0,16.53
"359",1130.13,1128.18,0,0,0,0,0,0,-111.975436902,40.5295980976,-111.901426578,40.4952724011,"OK",54.87,28.98,2,68.63
"360",1130.13,1131.05,20,0,0,0,0,20,-111.975436902,40.5295980976,-112.117993088,40.525950728,"OK",19.75,25.03,1,189.05
"361",1130.13,1128.04,20,0,0,0,0,20,-111.975436902,40.5295980976,-111.862777239,40.5515369657,"OK",56.78,44.13,3,7.05
"362",1130.13,1130.11,80,0,0,0,0,80,-111.975436902,40.5295980976,-111.94344956,40.5508508861,"OK",38.87,50.52,2,26.22
"363",1130.13,1128.19,0,0,30,0,0,30,-111.975436902,40.5295980976,-111.880069626,40.5140635727,"OK",61.12,51.67,3,32.53
"364",1130.13,1130.16,200,0,0,0,0,200,-111.975436902,40.5295980976,-111.975449825,40.5114696296,"OK",0,0,0,28.27
"365",1130.13,1128.21,20,0,0,0,0,20,-111.975436902,40.5295980976,-111.841314748,40.4979086579,"OK",52.87,23.18,2,65.7
"366",1130.13,1130.2,70,0,0,0,0,70,-111.975436902,40.5295980976,-111.99405361,40.5515488547,"OK",8.22,0.03,0,19.58
"367",1130.13,1152.09,60,0,0,0,0,60,-111.975436902,40.5295980976,-112.034044038,40.5615932734,"OK",18.87,12.22,1,28.22
"368",1130.13,1128.22,0,0,0,0,0,0,-111.975436902,40.5295980976,-111.881538572,40.5515553247,"OK",47.87,23.18,2,21.72
"369",1130.13,1131.07,190,0,0,0,0,190,-111.975436902,40.5295980976,-112.019569271,40.5162767243,"OK",44.68,19.03,1,11.72
"370",1130.13,1130.14,20,0,0,0,0,20,-111.975436902,40.5295980976,-111.948468112,40.5308388373,"OK",45.23,0.03,0,17.6
"371",1130.13,1130.12,0,0,0,0,0,0,-111.975436902,40.5295980976,-111.920766871,40.5589868638,"OK",40.62,50.52,2,20.75
"372",1130.13,1128.16,30,0,0,0,0,30,-111.975436902,40.5295980976,-111.869461932,40.5058173534,"OK",52.87,23.18,2,40.88
"373",1130.13,1151.06,120,0,0,0,0,120,-111.975436902,40.5295980976,-112.004628549,40.4599044577,"OK",37.48,19.03,1,69.98
"374",1130.13,1128.1,60,0,0,0,0,60,-111.975436902,40.5295980976,-111.939987654,40.4779393131,"OK",49.13,0.03,0,58.63
"375",1130.13,1128.2,40,0,0,0,0,40,-111.975436902,40.5295980976,-111.879865905,40.4794072388,"OK",52.87,23.18,2,99.77
"376",1130.14,1131.05,60,0,0,0,0,60,-111.948468112,40.5308388373,-112.117993088,40.525950728,"OK",34.52,25.03,1,201.15
"377",1130.14,1130.19,40,0,0,0,0,40,-111.948468112,40.5308388373,-111.969767252,40.549554591,"OK",0,0,0,49.67
"378",1130.14,1130.2,20,0,0,0,0,20,-111.948468112,40.5308388373,-111.99405361,40.5515488547,"OK",22.98,0.03,0,31.68
"379",1130.14,1128.2,0,0,0,0,0,0,-111.948468112,40.5308388373,-111.879865905,40.4794072388,"OK",3.9,0.03,0,133.55
"380",1130.14,1130.11,100,0,0,0,0,100,-111.948468112,40.5308388373,-111.94344956,40.5508508861,"OK",0,0,0,47.53
"381",1130.14,1128.15,50,0,0,0,0,50,-111.948468112,40.5308388373,-111.796918933,40.5295233107,"OK",77.38,44.13,3,111.22
"382",1130.14,1128.04,0,0,0,0,0,0,-111.948468112,40.5308388373,-111.862777239,40.5515369657,"OK",71.55,44.13,3,19.15
"383",1130.14,1130.14,110,0,0,10,70,190,-111.948468112,40.5308388373,-111.948468112,40.5308388373,"409",NA,NA,NA,NA
"384",1130.14,1128.19,80,0,0,0,0,80,-111.948468112,40.5308388373,-111.880069626,40.5140635727,"OK",75.88,51.67,3,44.63
"385",1130.14,1130.12,50,0,0,0,0,50,-111.948468112,40.5308388373,-111.920766871,40.5589868638,"OK",3.93,0.03,0,57.8
"386",1130.14,1152.09,90,0,0,0,0,90,-111.948468112,40.5308388373,-112.034044038,40.5615932734,"OK",33.63,12.22,1,40.32
"387",1130.14,1128.17,250,0,0,0,0,250,-111.948468112,40.5308388373,-111.905268914,40.5305236091,"OK",0,0,0,66.38
"388",1130.14,1128.21,0,0,0,0,0,0,-111.948468112,40.5308388373,-111.841314748,40.4979086579,"OK",67.63,23.18,2,77.8
"389",1130.14,1128.18,0,0,0,0,0,0,-111.948468112,40.5308388373,-111.901426578,40.4952724011,"OK",69.63,28.98,2,80.73
"390",1130.14,1128.16,60,0,0,0,0,60,-111.948468112,40.5308388373,-111.869461932,40.5058173534,"OK",67.63,23.18,2,52.98
"391",1130.14,1128.23,60,0,0,0,0,60,-111.948468112,40.5308388373,-111.880345644,40.5350877531,"OK",64.63,23.18,2,31.97
"392",1130.14,1131.07,90,0,0,0,0,90,-111.948468112,40.5308388373,-112.019569271,40.5162767243,"OK",27.45,51.03,1,23.82
"393",1130.14,1130.13,20,0,0,0,0,20,-111.948468112,40.5308388373,-111.975436902,40.5295980976,"OK",14.77,0.03,0,17.6
"394",1130.14,1130.17,130,0,15,0,0,145,-111.948468112,40.5308388373,-111.948248678,40.5113921689,"OK",0,0,0,31.3
"395",1130.14,1146,70,0,0,0,0,70,-111.948468112,40.5308388373,-111.927991851,40.5189579801,"OK",0,0,0,38.77
